Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,867.400024,876.500000,862.250000,872.724976,820.489258,186924
2015-01-02,877.000000,884.750000,873.000000,876.450012,823.991333,204160
2015-01-05,876.375000,882.825012,866.250000,871.174988,819.032043,121542
2015-01-06,865.000000,865.000000,833.500000,837.075012,786.973083,682896
2015-01-07,838.099976,849.575012,817.500000,824.825012,775.456238,415972
2015-01-08,830.000000,839.950012,825.000000,826.525024,777.054504,124860
2015-01-09,830.000000,859.424988,830.000000,851.125000,800.182190,152108
2015-01-12,856.500000,862.875000,840.500000,853.150024,802.085876,194864
2015-01-13,852.500000,864.950012,852.500000,861.950012,810.359314,112556
2015-01-14,860.000000,870.000000,848.525024,852.650024,801.615845,256164
2015-01-15,855.325012,864.125000,845.025024,847.799988,797.056030,188754
2015-01-16,851.000000,859.700012,850.500000,856.075012,804.835815,233268
2015-01-19,860.500000,864.000000,852.700012,856.075012,804.835815,188148
2015-01-20,862.474976,862.474976,845.200012,847.275024,796.562622,196708
2015-01-21,852.000000,852.525024,836.400024,839.625000,789.370483,225258
2015-01-22,840.500000,844.049988,823.224976,828.000000,778.441223,491236
2015-01-23,830.500000,842.450012,830.500000,839.224976,788.994324,284424
2015-01-27,839.349976,850.000000,832.775024,844.250000,793.718567,550398
2015-01-28,847.424988,872.000000,842.575012,869.575012,817.527771,565222
2015-01-29,876.250000,890.000000,866.450012,884.150024,831.230408,519390
2015-01-30,887.000000,895.000000,855.150024,871.174988,819.032043,555528
2015-02-02,860.000000,869.000000,829.000000,844.900024,794.329712,1081282
2015-02-03,845.000000,851.650024,827.099976,829.950012,780.274536,226616
2015-02-04,830.450012,843.000000,812.575012,818.025024,769.063293,258772
2015-02-05,817.450012,817.500000,805.000000,811.000000,762.458740,390698
2015-02-06,812.000000,813.500000,795.000000,802.224976,754.208923,267052
2015-02-09,790.174988,812.599976,786.000000,809.200012,760.766479,181220
2015-02-10,812.200012,826.325012,802.400024,815.724976,766.900818,338944
2015-02-11,817.500000,830.000000,811.224976,819.275024,770.238464,119496
2015-02-12,821.000000,826.049988,815.150024,822.150024,772.941345,125904
2015-02-13,825.000000,837.400024,822.500000,826.500000,777.031006,382978
2015-02-16,835.500000,835.500000,813.000000,820.375000,771.272644,182534
2015-02-18,819.000000,835.000000,812.299988,832.349976,782.530823,182914
2015-02-19,837.500000,841.500000,828.500000,833.299988,783.423950,218156
2015-02-20,836.000000,849.500000,831.325012,846.025024,795.387390,165942
2015-02-23,848.000000,849.450012,838.450012,842.599976,792.167297,593010
2015-02-24,845.000000,849.500000,838.950012,843.650024,793.154541,189252
2015-02-25,843.650024,881.000000,832.150024,872.875000,820.630249,890970
2015-02-26,874.250000,874.500000,850.500000,860.325012,808.831482,517330
2015-02-27,859.924988,869.549988,847.750000,849.599976,798.748291,303472
2015-02-28,null,null,null,null,null,null
2015-03-02,872.500000,888.549988,857.799988,882.174988,829.373718,324572
2015-03-03,884.349976,897.625000,875.674988,886.500000,833.439819,754516
2015-03-04,889.849976,896.375000,861.750000,869.724976,817.668823,270110
2015-03-05,872.500000,905.000000,869.000000,886.325012,833.275269,1166766
2015-03-09,887.000000,901.500000,869.025024,881.025024,828.292542,643736
2015-03-10,885.000000,897.974976,873.650024,881.500000,828.739014,352058
2015-03-11,885.000000,899.400024,876.599976,886.750000,833.674927,501972
2015-03-12,889.000000,902.974976,885.025024,899.724976,845.873169,151164
2015-03-13,910.000000,914.500000,883.650024,886.700012,833.627808,275896
2015-03-16,895.500000,897.500000,872.775024,890.000000,836.730286,143212
2015-03-17,891.450012,910.924988,891.224976,899.974976,846.108276,223370
2015-03-18,902.299988,909.000000,892.525024,900.775024,846.860413,265376
2015-03-19,913.250000,927.150024,905.000000,916.200012,861.362122,467244
2015-03-20,913.000000,927.325012,895.125000,903.150024,849.093201,323112
2015-03-23,896.250000,911.000000,882.549988,902.025024,848.035522,193710
2015-03-24,908.500000,917.000000,903.575012,910.150024,855.674255,180638
2015-03-25,911.125000,917.000000,897.000000,899.950012,846.084778,209228
2015-03-26,899.950012,909.400024,888.500000,903.000000,848.952209,217200
2015-03-27,912.500000,912.500000,882.575012,897.125000,843.428833,140264
2015-03-30,902.000000,907.599976,897.599976,905.025024,850.856018,138064
2015-03-31,904.849976,917.500000,876.400024,892.724976,839.292175,392544
2015-04-01,885.049988,904.500000,885.049988,901.174988,847.236389,136006
2015-04-06,902.950012,945.200012,895.525024,938.625000,882.444885,432418
2015-04-07,947.450012,969.400024,924.049988,967.625000,909.709167,503404
2015-04-08,974.825012,984.500000,959.000000,971.724976,913.563782,401488
2015-04-09,980.000000,980.000000,955.674988,967.000000,909.121521,399102
2015-04-10,967.500000,975.974976,957.825012,969.125000,911.119507,118882
2015-04-13,974.974976,976.500000,956.299988,966.325012,908.487061,271886
2015-04-15,965.049988,979.224976,955.500000,961.299988,903.762756,338338
2015-04-16,959.750000,963.299988,930.000000,948.299988,891.540771,343912
2015-04-17,945.000000,960.474976,938.349976,946.750000,890.083618,432288
2015-04-20,944.700012,949.325012,885.000000,912.450012,857.836609,473784
2015-04-21,914.700012,914.700012,883.000000,889.500000,836.260254,287870
2015-04-22,886.575012,901.849976,877.500000,899.025024,845.215088,356776
2015-04-23,905.500000,912.450012,888.500000,895.375000,841.783569,211648
2015-04-24,895.000000,898.450012,880.000000,888.049988,834.896973,175572
2015-04-27,884.000000,886.025024,845.000000,869.650024,817.598389,465446
2015-04-28,864.000000,886.375000,857.525024,881.150024,828.409973,181234
2015-04-29,877.000000,886.549988,868.599976,880.325012,827.634460,155312
2015-04-30,876.000000,887.099976,859.000000,861.724976,810.147644,341696
2015-05-04,865.000000,902.500000,865.000000,891.724976,838.351990,147716
2015-05-05,891.724976,894.974976,870.750000,874.250000,821.923096,165138
2015-05-06,874.000000,874.000000,850.000000,858.375000,806.998169,333450
2015-05-07,854.500000,867.224976,837.299988,862.575012,810.946777,568372
2015-05-08,866.500000,869.924988,846.450012,861.349976,809.795044,369032
2015-05-11,861.549988,877.075012,855.000000,865.724976,813.908203,219268
2015-05-12,865.000000,882.450012,858.000000,871.150024,819.008606,527612
2015-05-13,879.974976,882.500000,859.299988,872.375000,820.160278,254000
2015-05-14,872.400024,894.000000,864.474976,881.525024,828.762634,323802
2015-05-15,890.450012,902.200012,882.000000,897.500000,843.781311,163648
2015-05-18,899.500000,910.000000,899.500000,907.474976,853.159363,195660
2015-05-19,908.125000,909.000000,893.250000,899.650024,845.802673,303456
2015-05-20,904.000000,904.825012,870.000000,891.724976,838.351990,1733214
2015-05-21,897.250000,923.974976,893.825012,920.674988,865.569275,510674
2015-05-22,920.674988,937.400024,905.049988,926.474976,871.022095,435806
2015-05-25,937.500000,946.174988,891.049988,907.900024,853.558960,737036
2015-05-26,909.950012,925.700012,898.599976,920.525024,865.428284,267204
2015-05-27,918.474976,918.849976,908.049988,912.650024,858.024597,367600
2015-05-28,915.000000,918.424988,895.000000,903.924988,849.821777,311790
2015-05-29,903.700012,922.325012,897.150024,909.950012,855.486206,452612
2015-06-01,911.000000,918.849976,901.900024,913.424988,858.753174,93282
2015-06-02,909.025024,919.950012,900.500000,906.424988,852.172180,202058
2015-06-03,904.000000,912.000000,877.700012,885.349976,832.358582,550536
2015-06-04,885.549988,909.974976,882.750000,906.599976,852.336731,309984
2015-06-05,896.750000,907.974976,892.875000,896.049988,842.418091,179306
2015-06-08,895.000000,895.000000,871.075012,884.200012,831.277466,318354
2015-06-09,875.500000,889.974976,875.000000,881.000000,828.268921,269884
2015-06-10,880.750000,897.500000,878.000000,885.625000,832.617126,338480
2015-06-11,894.349976,903.025024,879.000000,881.400024,828.645020,303822
2015-06-12,885.000000,894.150024,879.500000,882.150024,829.350220,131248
2015-06-15,889.349976,889.349976,877.750000,882.400024,829.585205,170008
2015-06-16,882.500000,891.825012,877.500000,885.950012,832.922668,148674
2015-06-17,888.500000,907.500000,888.000000,898.125000,844.369019,300096
2015-06-18,901.000000,930.750000,901.000000,919.474976,864.441040,257668
2015-06-19,923.750000,937.275024,908.174988,913.049988,858.400696,279886
2015-06-22,919.000000,920.325012,898.450012,904.599976,850.456421,227130
2015-06-23,907.500000,917.900024,902.500000,912.450012,857.836609,231240
2015-06-24,912.450012,920.974976,901.549988,907.450012,853.135925,250544
2015-06-25,907.500000,919.950012,863.900024,911.900024,857.319519,473758
2015-06-26,912.500000,922.000000,904.000000,915.775024,860.962585,162046
2015-06-29,905.500000,918.974976,883.450012,916.500000,861.644165,193272
2015-06-30,922.000000,947.500000,918.025024,939.924988,883.667114,396722
2015-07-01,943.000000,948.525024,930.700012,932.924988,877.086060,287874
2015-07-02,934.500000,939.000000,923.424988,926.400024,870.951599,122364
2015-07-03,926.099976,937.000000,925.025024,929.549988,873.913086,122286
2015-07-06,916.275024,959.000000,916.200012,953.674988,896.594055,242832
2015-07-07,948.000000,961.474976,947.075012,954.700012,897.557739,240574
2015-07-08,947.500000,960.049988,940.000000,943.950012,887.451233,196412
2015-07-09,947.000000,958.500000,929.500000,931.625000,875.863892,179696
2015-07-10,937.424988,944.150024,930.500000,938.224976,882.068848,181606
2015-07-13,942.224976,944.974976,930.974976,940.974976,884.654175,117164
2015-07-14,944.000000,948.724976,940.000000,944.375000,887.850769,104128
2015-07-15,945.375000,949.450012,938.049988,943.025024,886.581543,191312
2015-07-16,948.375000,955.000000,943.500000,954.049988,896.946655,145282
2015-07-17,957.625000,992.799988,950.625000,987.500000,928.394592,567652
2015-07-20,992.500000,999.875000,975.000000,979.575012,920.943970,369436
2015-07-21,983.474976,988.500000,965.000000,973.275024,915.020996,260050
2015-07-22,975.500000,979.950012,964.825012,971.875000,913.704895,90866
2015-07-23,974.000000,991.875000,970.700012,988.375000,929.217163,288528
2015-07-24,988.375000,996.424988,973.950012,977.875000,919.345642,156680
2015-07-27,978.000000,979.674988,950.000000,953.200012,896.147522,200888
2015-07-28,955.000000,971.500000,951.000000,957.525024,900.213623,158692
2015-07-29,958.000000,971.000000,950.575012,954.174988,897.064148,216962
2015-07-30,962.000000,971.000000,957.500000,965.075012,907.311707,373364
2015-07-31,965.125000,989.000000,965.125000,980.799988,922.095642,396792
2015-08-03,983.000000,997.450012,977.125000,986.250000,927.219360,221158
2015-08-04,986.000000,986.000000,970.099976,980.174988,921.507996,304904
2015-08-05,990.474976,1005.000000,976.625000,998.400024,938.642273,248208
2015-08-06,992.500000,1011.575012,986.049988,998.150024,947.901306,442702
2015-08-07,1001.450012,1007.849976,978.950012,985.174988,935.579468,210878
2015-08-10,1055.000000,1072.500000,1027.500000,1031.375000,979.453735,1150876
2015-08-11,1040.974976,1086.800049,1033.599976,1070.650024,1016.751587,971462
2015-08-12,1071.500000,1097.500000,1071.500000,1089.900024,1035.032471,582158
2015-08-13,1100.000000,1118.000000,1080.900024,1091.175049,1036.243408,786688
2015-08-14,1091.000000,1106.724976,1077.500000,1091.474976,1036.528076,418214
