Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,810.049988,817.900024,806.200012,815.549988,779.070923,986728
2016-01-04,813.900024,821.299988,795.099976,799.099976,763.356689,2388588
2016-01-05,807.000000,807.000000,792.049988,800.500000,764.694031,1632394
2016-01-06,805.000000,805.799988,790.750000,791.950012,756.526550,2168214
2016-01-07,788.000000,799.000000,778.650024,783.799988,748.741028,2082334
2016-01-08,795.000000,805.799988,786.000000,794.150024,758.628174,2315237
2016-01-11,789.500000,804.500000,779.099976,782.250000,747.260376,3424538
2016-01-12,784.000000,794.000000,784.000000,788.150024,752.896545,1787888
2016-01-13,795.000000,804.650024,781.500000,796.599976,760.968567,3447651
2016-01-14,789.799988,796.400024,785.700012,791.849976,756.430908,3233849
2016-01-15,797.750000,799.000000,780.200012,787.099976,751.893433,2370237
2016-01-18,787.000000,797.500000,775.000000,784.950012,749.839600,4202772
2016-01-19,786.000000,796.799988,781.250000,793.900024,758.389343,2169752
2016-01-20,785.500000,805.000000,775.599976,792.599976,757.147400,4222563
2016-01-21,800.000000,803.400024,764.000000,773.150024,738.567383,3264178
2016-01-22,779.000000,794.000000,773.299988,789.200012,753.899536,1970106
2016-01-25,795.000000,814.900024,794.450012,807.250000,771.142151,2905098
2016-01-27,817.000000,823.250000,809.299988,821.150024,784.420410,3609838
2016-01-28,817.000000,836.799988,817.000000,834.150024,796.839050,4368190
2016-01-29,843.000000,878.000000,839.099976,872.950012,833.903381,4709689
2016-02-01,880.799988,888.299988,861.900024,872.299988,833.282532,3252050
2016-02-02,879.849976,883.349976,831.099976,835.150024,797.794250,2676955
2016-02-03,836.799988,855.000000,829.299988,834.900024,797.555481,2630864
2016-02-04,840.000000,847.799988,818.150024,835.599976,798.224060,2287218
2016-02-05,839.000000,860.000000,836.549988,857.549988,819.192322,2250196
2016-02-08,855.000000,864.799988,830.000000,835.650024,798.271790,1198192
2016-02-09,830.000000,860.900024,828.099976,854.049988,815.848755,2340243
2016-02-10,851.049988,865.750000,838.200012,855.750000,817.472778,3530848
2016-02-11,851.000000,858.900024,827.000000,830.400024,793.256653,2067334
2016-02-12,845.000000,884.700012,802.450012,847.349976,809.448486,5260215
