Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,323.049988,323.200012,319.989990,322.399994,292.770264,519665
2015-01-02,323.179993,327.980011,323.179993,325.529999,295.612671,508415
2015-01-05,329.589996,342.000000,329.390015,339.880005,308.643921,1169030
2015-01-06,339.000000,339.000000,329.600006,332.040009,301.524353,514970
2015-01-07,332.200012,334.029999,325.250000,329.779999,299.472137,174425
2015-01-08,331.799988,334.179993,328.000000,329.429993,299.154297,224345
2015-01-09,334.000000,343.980011,334.000000,337.339996,306.337250,723970
2015-01-12,337.339996,339.299988,329.220001,330.489990,300.116821,344195
2015-01-13,329.399994,332.000000,327.239990,329.350006,299.081573,2159875
2015-01-14,330.399994,331.799988,319.179993,322.309998,292.688629,711705
2015-01-15,324.160004,330.209991,320.200012,323.540009,293.805573,2210195
2015-01-16,323.820007,330.799988,323.799988,327.040009,296.983887,429435
2015-01-19,327.200012,331.000000,320.200012,327.000000,296.947601,3749970
2015-01-20,327.450012,334.000000,327.450012,331.709991,301.224731,734825
2015-01-21,330.200012,335.049988,328.200012,329.929993,299.608276,286885
2015-01-22,328.799988,333.000000,327.250000,328.670013,298.464172,820330
2015-01-23,333.000000,338.670013,329.000000,329.480011,299.199677,537005
2015-01-27,330.600006,334.959991,329.649994,330.279999,299.926086,359615
2015-01-28,331.390015,335.299988,331.029999,331.989990,301.478943,789820
2015-01-29,336.649994,337.000000,328.200012,332.070007,301.551666,1500575
2015-01-30,334.000000,336.000000,326.220001,327.670013,297.556030,298470
2015-02-02,328.000000,331.000000,320.970001,322.160004,292.552368,1409375
2015-02-03,323.200012,325.190002,305.619995,308.350006,280.011566,1970190
2015-02-04,309.000000,312.000000,304.000000,304.730011,276.724213,1104500
2015-02-05,304.000000,305.660004,285.000000,292.089996,265.245880,2145965
2015-02-06,293.000000,297.000000,291.000000,293.369995,266.408295,963785
2015-02-09,294.380005,297.600006,285.220001,295.079987,267.961151,445350
2015-02-10,295.600006,307.779999,295.600006,302.709991,274.889862,955380
2015-02-11,305.170013,308.000000,299.070007,300.809998,273.164551,376100
2015-02-12,304.600006,311.600006,302.000000,309.040009,280.638153,934675
2015-02-13,313.399994,321.589996,310.630005,319.130005,289.800873,605600
2015-02-16,323.890015,327.799988,321.170013,322.670013,293.015564,442830
2015-02-18,325.799988,328.609985,322.220001,324.470001,294.650085,450165
2015-02-19,325.600006,327.269989,323.260010,326.239990,296.257355,374530
2015-02-20,327.399994,327.980011,319.410004,320.779999,291.299194,190055
2015-02-23,321.200012,323.559998,305.230011,307.760010,279.475800,203115
2015-02-24,308.000000,312.799988,307.220001,309.359985,280.928741,671255
2015-02-25,310.000000,310.390015,307.600006,308.559998,280.202271,133720
2015-02-26,308.559998,308.609985,298.399994,302.609985,274.799072,1304465
2015-02-27,303.200012,310.390015,300.660004,306.570007,278.395172,395555
2015-02-28,null,null,null,null,null,null
2015-03-02,308.399994,310.000000,303.399994,307.209991,278.976349,690925
2015-03-03,308.200012,309.420013,304.070007,306.019989,277.895691,362105
2015-03-04,309.079987,309.079987,304.600006,305.980011,277.859406,524210
2015-03-05,305.200012,309.000000,302.450012,305.910004,277.795807,289100
2015-03-09,307.000000,308.540009,299.799988,302.179993,274.408661,317280
2015-03-10,303.000000,307.040009,299.600006,300.019989,272.447113,1064420
2015-03-11,300.399994,304.000000,297.890015,301.380005,273.682129,401200
2015-03-12,302.399994,320.660004,300.019989,314.750000,285.823425,1942105
2015-03-13,317.799988,325.000000,312.019989,316.829987,287.712189,879235
2015-03-16,319.399994,323.149994,312.829987,316.320007,287.249146,534520
2015-03-17,318.119995,342.989990,315.049988,336.269989,305.365631,4466690
2015-03-18,347.239990,349.760010,326.200012,327.769989,297.646851,1334140
2015-03-19,330.000000,333.010010,316.000000,320.429993,290.981354,795710
2015-03-20,320.399994,334.720001,317.440002,321.929993,292.343567,734470
2015-03-23,322.000000,330.950012,322.000000,327.980011,297.837524,593110
2015-03-24,330.799988,339.799988,324.000000,335.329987,304.511993,977380
2015-03-25,340.000000,342.579987,336.399994,340.119995,308.861786,1340765
2015-03-26,340.000000,340.989990,327.869995,332.429993,301.878479,511825
2015-03-27,337.000000,344.799988,328.399994,330.989990,300.570892,740890
2015-03-30,333.670013,348.000000,326.000000,339.220001,308.044495,700555
2015-03-31,343.200012,352.760010,340.600006,348.359985,316.344513,774170
2015-04-01,351.000000,359.359985,347.410004,358.029999,325.125763,1510745
2015-04-06,360.000000,388.940002,357.670013,380.829987,345.830353,1673210
2015-04-07,386.000000,400.000000,377.130005,379.470001,344.595398,2228270
2015-04-08,382.799988,384.049988,378.000000,379.890015,344.976807,949695
2015-04-09,385.399994,386.000000,364.309998,368.929993,335.024048,440965
2015-04-10,371.480011,371.480011,358.239990,360.570007,327.432434,555900
2015-04-13,362.799988,362.799988,353.019989,357.269989,324.435669,599135
2015-04-15,357.399994,368.000000,352.010010,355.500000,322.828308,529230
2015-04-16,356.399994,363.799988,350.609985,358.269989,325.343750,521715
2015-04-17,358.399994,365.000000,344.200012,346.779999,314.909698,595630
2015-04-20,350.000000,350.000000,339.410004,347.329987,315.409180,394775
2015-04-21,348.399994,356.649994,343.119995,351.799988,319.468353,962165
2015-04-22,354.019989,359.000000,347.600006,350.410004,318.206085,337925
2015-04-23,352.000000,354.869995,348.200012,352.100006,319.740845,478440
2015-04-24,353.799988,359.820007,345.609985,353.500000,321.012085,517560
